x=   43 y= 129 step= -3 B3  s=0.79
x=  114 y=  61 step=  8 F5  s=0.91
x=  188 y=  61 step=  8 F5  s=0.88
x=  262 y=  61 step=  8 F5  s=0.88
x=  337 y=  61 step=  8 F5  s=0.88
x=  412 y=  61 step=  8 F5  s=0.88
x=  560 y=  66 step=  7 E5  s=0.86
x=  635 y=  61 step=  8 F5  s=0.90
x=  710 y=  56 step=  9 G5  s=0.88
x=  860 y=  71 step=  7 E5  s=0.88
x=  936 y=  63 step=  8 F5  s=0.88
x= 1010 y=  59 step=  8 F5  s=0.89
overlay: analysis/p041_s05_heads.png spacing=12.5 lines=[62, 74, 86, 99, 112]
